class,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,23x,23y,23z,24x,24y,24z
straight_ahead,0.589684844,0.563883662,0.002161934,0.390977412,0.56637311,-0.024714526,0.721185982,0.571087897,-0.111027516,0.259943604,0.567629576,-0.108042583,0.775319517,0.408515751,-0.394643307,0.1882523,0.392765254,-0.357414961,0.574223876,0.931730032,0.001408315,0.441316217,0.934860468,9.89E-05
straight_ahead,0.591545641,0.565488935,-0.063160993,0.391064644,0.566788375,-0.107910357,0.725152135,0.578728735,-0.139126971,0.258819044,0.567587793,-0.129375353,0.81553328,0.454720438,-0.422960341,0.141045198,0.437034488,-0.3578749,0.574275374,0.931786418,0.003427534,0.441142499,0.934959352,-0.001855035
straight_ahead,0.593336463,0.566247702,-0.089202963,0.39151141,0.567391157,-0.113901891,0.730139971,0.580066442,-0.168715075,0.258290708,0.567754626,-0.130579025,0.825855434,0.464525491,-0.463702857,0.134812921,0.4542059,-0.35636428,0.574342549,0.932045043,0.00289379,0.441046149,0.935013711,-0.001300001
straight_ahead,0.594301641,0.566378176,-0.071023345,0.391475946,0.567584097,-0.112649456,0.731453061,0.579775393,-0.15462926,0.25716424,0.567392468,-0.144370168,0.824149907,0.463578314,-0.399891764,0.139482737,0.447991431,-0.355603755,0.574408352,0.932125628,0.004426961,0.440924019,0.935086668,-0.002863141
straight_ahead,0.595524669,0.566352546,-0.066522554,0.39149788,0.567624688,-0.102436878,0.732504725,0.577595055,-0.142937809,0.257191867,0.567318857,-0.143243939,0.818076789,0.463082224,-0.404134512,0.152779788,0.440889567,-0.357310623,0.574436545,0.933117032,0.003063231,0.440936089,0.935632646,-0.001458011
straight_ahead,0.595400333,0.565900803,-0.050987832,0.391536534,0.567298174,-0.053818572,0.732246697,0.572950065,-0.119478859,0.257235855,0.567279279,-0.079816006,0.781059742,0.400966465,-0.372132659,0.206055433,0.395053804,-0.284916818,0.573468149,0.934220314,-0.003311725,0.440705955,0.935737967,0.004887539
straight_ahead,0.59485656,0.565884709,-0.040917642,0.391506374,0.566347778,-0.031154726,0.730271995,0.572660506,-0.119113758,0.25727573,0.567204058,-0.093461134,0.75859046,0.394994199,-0.356640875,0.230817914,0.383835196,-0.310091197,0.573248148,0.934232712,-0.00516256,0.440609932,0.935447097,0.006782227
straight_ahead,0.594773412,0.564417422,-0.038997598,0.392944247,0.566337347,-0.008071922,0.730342269,0.570797503,-0.177902848,0.257696688,0.565628827,-0.103682674,0.706884384,0.384624392,-0.363663077,0.286654234,0.38062793,-0.306763947,0.572778463,0.933656275,-0.006702084,0.440337002,0.934543848,0.008234979
straight_ahead,0.59484899,0.563358307,-0.039458431,0.394018501,0.566338897,-0.006762492,0.730499446,0.569531679,-0.23010318,0.258647382,0.565289378,-0.200845525,0.677599609,0.390633851,-0.395382494,0.297843009,0.386344582,-0.436381191,0.571954608,0.932150781,-0.006903867,0.439723074,0.932413042,0.008367958
straight_ahead,0.594745517,0.561307073,-0.020317301,0.394368231,0.56661284,-0.002408944,0.730479121,0.568841636,-0.198074013,0.259062618,0.565281034,-0.223340601,0.677614212,0.392764956,-0.365654558,0.299255431,0.387833983,-0.467038393,0.571950078,0.929866195,-0.006733871,0.439727366,0.930077612,0.008222
straight_ahead,0.59455961,0.560268402,-0.015138455,0.394835919,0.566771269,0.000179687,0.730450988,0.568498969,-0.193484023,0.259777546,0.565097153,-0.217865542,0.677307308,0.393714339,-0.359924197,0.300017685,0.387985259,-0.453009367,0.571956694,0.929740965,-0.00661479,0.439702839,0.929925382,0.008127019
straight_ahead,0.592638254,0.560331106,-0.019041192,0.392355263,0.566746652,-0.004830496,0.729886711,0.568650842,-0.140594468,0.259692848,0.565181613,-0.205302596,0.691226602,0.392118841,-0.319590539,0.291199505,0.382942647,-0.430761039,0.572106123,0.929859936,-0.006820492,0.441310883,0.930263519,0.008352448
straight_ahead,0.591314912,0.56154114,-0.021129275,0.391203821,0.566765964,-0.006584852,0.729488254,0.568916082,-0.116113886,0.259455174,0.565103114,-0.155515388,0.720672607,0.390158117,-0.317964405,0.250377595,0.374305308,-0.426133573,0.572128356,0.930408537,-0.007015067,0.441304684,0.931174695,0.008574778
straight_ahead,0.591330945,0.561980486,0.006045633,0.390752345,0.566921055,-0.011612872,0.72865808,0.570295393,-0.089380577,0.259247333,0.563496351,-0.107782267,0.775926054,0.409261793,-0.326126486,0.185948029,0.385549963,-0.372009128,0.572569132,0.932564795,-0.003206785,0.441156954,0.935206711,0.004941215
straight_ahead,0.591519535,0.562431931,0.001213556,0.390561521,0.566939473,-0.024088036,0.729330003,0.570870042,-0.091158703,0.258101404,0.560321093,-0.097875237,0.799753189,0.417731583,-0.330835253,0.161203742,0.398787767,-0.341546237,0.572642446,0.933193088,-0.002121967,0.440732062,0.936749458,0.003858113
straight_ahead,0.592571378,0.563431561,-0.083902821,0.389939904,0.567063272,-0.124115214,0.736488223,0.570902169,-0.096277729,0.252579808,0.560220301,-0.137059316,0.837237,0.443139225,-0.314954191,0.125563517,0.42634064,-0.353330046,0.572999597,0.933207095,-0.004374667,0.440734059,0.937167466,0.005835546
straight_ahead,0.59335506,0.564201474,-0.099951513,0.389660716,0.567251086,-0.154492676,0.738566756,0.571032465,-0.100267336,0.24956055,0.560247064,-0.178582624,0.840556741,0.453407347,-0.313320458,0.121617213,0.432173908,-0.376678079,0.573196709,0.933332801,-0.002746633,0.44103542,0.937608719,0.004141593
straight_ahead,0.594506562,0.564202666,-0.092740193,0.390483081,0.567111254,-0.112512968,0.738487244,0.570905566,-0.094813488,0.251502246,0.5602144,-0.148767486,0.826635242,0.445938766,-0.280634582,0.14650543,0.427245647,-0.331899792,0.573536277,0.934556603,0.000962094,0.441060603,0.937817574,0.000460725
straight_ahead,0.594169021,0.564179242,-0.036165025,0.390693277,0.567447841,-0.035234347,0.734911323,0.569130242,-0.113489769,0.253377557,0.560249686,-0.125023037,0.814380169,0.432903707,-0.38313359,0.166514784,0.397674739,-0.358460724,0.573402524,0.936255455,-0.000440102,0.44077602,0.938769102,0.001943553
straight_ahead,0.593850195,0.564022124,-0.030208731,0.390707314,0.56746465,-0.015631732,0.732737005,0.568543494,-0.132541373,0.254586339,0.560542822,-0.117711738,0.792401195,0.418753177,-0.399929464,0.192583472,0.385029674,-0.368496209,0.573294878,0.937874198,-0.00466313,0.44077307,0.940593541,0.006202327
straight_ahead,0.594629884,0.564127743,-0.030992705,0.39159143,0.567273855,-0.033579759,0.733363748,0.568695188,-0.185676679,0.254676282,0.562167764,-0.111917302,0.805157363,0.437023073,-0.536299407,0.16664587,0.415973097,-0.345420092,0.573483706,0.938357651,-0.002215356,0.4407745,0.941967249,0.00387006
straight_ahead,0.595134199,0.565389931,-0.070779189,0.391912252,0.568096161,-0.108452693,0.73501128,0.5807513,-0.17288509,0.254325956,0.567468464,-0.140155226,0.817865551,0.466222078,-0.401484311,0.12952511,0.456062198,-0.350327641,0.57405448,0.937129617,-0.002364346,0.441625208,0.940231502,0.004002861
straight_ahead,0.595247746,0.566374183,-0.07830213,0.392161191,0.568653464,-0.13433142,0.735397577,0.58692199,-0.09881597,0.254503906,0.572533369,-0.162324816,0.823220372,0.478655607,-0.244892076,0.129647493,0.478271395,-0.35789901,0.574719429,0.935551226,-0.00177945,0.4439331,0.937766373,0.003290045
straight_ahead,0.595310092,0.566623449,-0.084397569,0.392097533,0.568204284,-0.14146471,0.735478342,0.586181879,-0.101558127,0.252583146,0.57209754,-0.178385168,0.824782252,0.473765671,-0.276183635,0.125879169,0.461590111,-0.375103444,0.574721158,0.934832275,-0.001785502,0.443880469,0.937674344,0.003295382
straight_ahead,0.595236003,0.56652391,-0.026899029,0.39280951,0.567589879,-0.037139643,0.735467017,0.578005493,-0.083698452,0.252647042,0.571248591,-0.081222534,0.808886886,0.432888448,-0.294318885,0.167486668,0.413973689,-0.301680446,0.574718118,0.935249627,-0.003552307,0.443864495,0.937671006,0.005062284
straight_ahead,0.594974458,0.565870047,-0.016893921,0.393197,0.567385733,-0.035020992,0.734348953,0.574585319,-0.086881489,0.252953142,0.571045041,-0.0987835,0.793327808,0.417822063,-0.307394296,0.19051525,0.397308886,-0.322789818,0.574727595,0.934928536,-0.001561046,0.443817556,0.936853826,0.003180421
straight_ahead,0.593657136,0.565713465,-0.01628829,0.392978221,0.56708461,-0.034759432,0.734562993,0.573081553,-0.091293879,0.252977848,0.570574701,-0.141906798,0.759384274,0.397257596,-0.293786764,0.231560901,0.375632793,-0.379497916,0.574722588,0.934732795,-0.000184309,0.443989754,0.936774015,0.001879626
straight_ahead,0.593592525,0.564868629,-0.020854108,0.393549353,0.566933513,-0.006001038,0.734480739,0.571994781,-0.188624829,0.253932059,0.570428014,-0.206918404,0.703750491,0.389724225,-0.351307303,0.292541593,0.380063534,-0.468847185,0.574483156,0.933760583,-0.003939286,0.443818629,0.935590148,0.005563638
straight_ahead,0.593567729,0.563835025,-0.022736039,0.394028515,0.566577375,0.023191737,0.734448731,0.572025299,-0.186965361,0.257485092,0.570340872,-0.183120266,0.66836673,0.397756457,-0.301607132,0.309237391,0.384082228,-0.340377301,0.574479699,0.930466115,-0.010076013,0.443758726,0.933585942,0.011482992
straight_ahead,0.593539476,0.562889874,-0.032846157,0.394786,0.565530479,0.024994833,0.734230161,0.571927667,-0.197555736,0.257743031,0.570203781,-0.122347571,0.671205759,0.398658842,-0.307374299,0.303035527,0.387999684,-0.268939197,0.574071109,0.929595828,-0.014345427,0.443219125,0.932578504,0.015735557
straight_ahead,0.592442334,0.56326431,-0.041085962,0.39384082,0.565396965,0.007247515,0.734223008,0.571928263,-0.178121507,0.257827401,0.572288513,-0.108182631,0.700596571,0.391290963,-0.344176918,0.289796442,0.386227608,-0.301424503,0.573998809,0.929643869,-0.01395105,0.442801297,0.932429016,0.01541957
straight_ahead,0.592254281,0.563258708,-0.02787495,0.393873274,0.564951837,-0.003024813,0.734227359,0.572233379,-0.128146574,0.257863402,0.573309004,-0.059966601,0.739757299,0.395017475,-0.346994728,0.216640204,0.39146173,-0.235654742,0.574313819,0.930714965,-0.009053235,0.442788601,0.932999313,0.01074167
straight_ahead,0.592336357,0.563462973,-0.004897988,0.393580645,0.565577805,-0.014890762,0.731300712,0.574025691,-0.091018245,0.257712811,0.577987134,-0.068273522,0.776135802,0.416926295,-0.344313443,0.18159391,0.429976612,-0.377791852,0.574309528,0.930739403,-0.000720582,0.442776918,0.933327138,0.002570376
straight_ahead,0.592515111,0.56376195,-0.008964882,0.393413782,0.566248,-0.063390002,0.731021881,0.574859202,-0.077186443,0.256581604,0.581280172,-0.164862677,0.78750217,0.425905794,-0.319796443,0.173104569,0.437203318,-0.462094158,0.57432574,0.931148767,0.006325447,0.442801654,0.934284747,-0.004467924
straight_ahead,0.592471182,0.563974082,-0.011059922,0.393373698,0.566653073,-0.071646377,0.730671287,0.574859858,-0.086920559,0.25645265,0.583724916,-0.200234011,0.78947401,0.430520177,-0.320798218,0.175518751,0.438281357,-0.502600551,0.574669003,0.931776047,0.010581158,0.443674892,0.935321033,-0.00874936
straight_ahead,0.592097461,0.563365638,0.009029632,0.392747015,0.567320049,-0.036077548,0.731570601,0.574185073,-0.073212087,0.255252242,0.583831608,-0.140692011,0.786969244,0.413173586,-0.284474909,0.180790931,0.412726671,-0.355863154,0.574277043,0.931435168,0.009273614,0.443304539,0.934399545,-0.007469712
straight_ahead,0.591806293,0.562976778,0.010599299,0.392288178,0.56765461,-0.025251072,0.732042074,0.573763728,-0.073898703,0.254339278,0.583930194,-0.123232558,0.785715163,0.405671716,-0.282840133,0.183993727,0.402970642,-0.331729919,0.573889732,0.931210101,0.008376713,0.442866951,0.933708787,-0.006592328
straight_ahead,0.591358781,0.562865198,-0.012932573,0.392302006,0.567734659,-0.051666498,0.731617868,0.572398186,-0.082333051,0.254282266,0.5856511,-0.197801933,0.745966077,0.394165039,-0.263452172,0.242567897,0.396067947,-0.40510425,0.571727395,0.929312706,0.007629619,0.441872895,0.932381868,-0.005871214
straight_ahead,0.590670407,0.562341809,-0.012853769,0.392347366,0.567735314,-0.049468637,0.730493009,0.571202219,-0.086139128,0.252888799,0.586162806,-0.22748065,0.728227496,0.391567588,-0.260783613,0.25760594,0.39236626,-0.474159092,0.569800258,0.929036975,0.007153728,0.440589368,0.931879103,-0.005416816
straight_ahead,0.589979649,0.560913205,0.04467915,0.392257303,0.568649352,-0.010206803,0.727835655,0.571220756,-0.041424043,0.252805412,0.58719945,-0.218596458,0.676869035,0.395274073,-0.098199748,0.305265337,0.394579917,-0.39410308,0.569847167,0.928449392,0.008147795,0.440147877,0.929876685,-0.006591859
straight_ahead,0.589016676,0.560256839,0.026974568,0.392579854,0.568881035,-0.000947642,0.725906968,0.572657466,-0.061393708,0.252955556,0.588223636,-0.201534957,0.662927926,0.41147992,-0.136149377,0.3162781,0.403163373,-0.289422005,0.569500506,0.928049147,0.005803639,0.438503742,0.928942502,-0.004380423
straight_ahead,0.588400245,0.560136795,0.047051683,0.392603666,0.568912745,0.020569846,0.724100471,0.574564934,-0.05337416,0.253038466,0.588567495,-0.185952306,0.662856817,0.420248032,-0.105334342,0.315528512,0.405614763,-0.279869884,0.569479108,0.926561713,0.005745639,0.438275397,0.928114593,-0.004258127
straight_ahead,0.587934017,0.559827089,0.034011342,0.392460614,0.569035292,0.019105202,0.723746419,0.575832427,-0.076327667,0.251086771,0.590039849,-0.264406741,0.680461824,0.417294532,-0.151109442,0.298467338,0.404033542,-0.543489218,0.569586456,0.925359011,0.005634246,0.438639581,0.928284585,-0.004138228
straight_ahead,0.587639034,0.559817255,0.002500537,0.392427564,0.569449306,-0.029750284,0.722248375,0.576496065,-0.108467087,0.250093937,0.590117753,-0.280800164,0.689073503,0.411363423,-0.25359863,0.28935343,0.400236905,-0.573903084,0.569624782,0.925333202,0.00373351,0.438843668,0.929551184,-0.002141122
straight_ahead,0.585892677,0.560118318,0.028941596,0.39138338,0.56996721,-0.038702123,0.718277872,0.577727199,0.012808037,0.246293023,0.590073526,-0.259557396,0.71937722,0.409448773,-0.127799451,0.23738353,0.391463131,-0.487595022,0.569628716,0.925343871,0.004937156,0.438899815,0.930347621,-0.00337121
straight_ahead,0.585473776,0.560652971,0.037893154,0.390422761,0.570613205,-0.036895353,0.716728687,0.578446567,0.011979778,0.242573068,0.589947879,-0.197485238,0.733396471,0.409319997,-0.148650289,0.21224156,0.388285726,-0.426413208,0.569617927,0.925431192,0.005972263,0.438524961,0.931711078,-0.004303965
straight_ahead,0.585504293,0.560734987,0.046227582,0.389689624,0.570634186,-0.038054466,0.717090607,0.576162517,0.016265433,0.242827654,0.585615158,-0.169150427,0.760227382,0.411386341,-0.166240528,0.181554586,0.3955881,-0.409560442,0.569633126,0.926620126,0.006256449,0.43796882,0.93304956,-0.004575199
straight_ahead,0.585527539,0.560737312,0.040095396,0.389653802,0.570569158,-0.0596788,0.716826141,0.575269043,0.04037077,0.243133783,0.58300674,-0.173961967,0.76461041,0.420225918,-0.113639474,0.178244203,0.399811894,-0.409790039,0.569678783,0.92691797,0.006424689,0.437817901,0.933053553,-0.004737134
straight_ahead,0.585356474,0.560736656,0.038159825,0.389280111,0.570549846,-0.054131061,0.716409624,0.574898303,0.01066085,0.243400544,0.582051098,-0.160052195,0.765863836,0.423951536,-0.173708931,0.177286536,0.401781231,-0.389555484,0.569843888,0.928768098,0.00706215,0.438110203,0.934583962,-0.005388494
straight_ahead,0.584429741,0.560744941,0.023572784,0.388751328,0.570950508,-0.090920299,0.715860963,0.573739111,0.008590891,0.242235899,0.582081914,-0.246679947,0.759108424,0.41952914,-0.151516795,0.191344753,0.394068092,-0.499624431,0.569643199,0.929318845,0.007985779,0.438307852,0.935495436,-0.006313345
straight_ahead,0.595204771,0.566478312,-0.080026284,0.394539654,0.57657367,-0.030305335,0.744983435,0.574708104,-0.237727523,0.256076723,0.596707106,-0.220946759,0.741568804,0.381491542,-0.426617235,0.2435904,0.40696761,-0.492295563,0.571084559,0.929403067,-0.009907361,0.443235725,0.931546509,0.011741897
straight_ahead,0.595202327,0.56670785,-0.107568301,0.394221127,0.576973736,0.006110485,0.743880212,0.579588652,-0.318291992,0.259252369,0.598045647,-0.152559578,0.67462641,0.40060398,-0.474866211,0.300071985,0.417190284,-0.342466831,0.571079254,0.929922163,-0.017255411,0.442611992,0.931662977,0.01903284
straight_ahead,0.595196366,0.567171395,-0.109183215,0.39367798,0.577441335,0.009284001,0.743779063,0.580336988,-0.330376834,0.260518014,0.598250926,-0.174785286,0.683556437,0.398179889,-0.505776882,0.292846501,0.416909754,-0.423159122,0.5716151,0.93195951,-0.018675659,0.442896664,0.933692992,0.020487523
straight_ahead,0.595103085,0.567705691,-0.107052192,0.393636018,0.577930391,0.009317267,0.743732214,0.581830621,-0.313931078,0.261884272,0.598189533,-0.173027605,0.691208005,0.394995749,-0.494118541,0.286127567,0.416061968,-0.394835979,0.571673512,0.933102846,-0.019367732,0.442817777,0.934234619,0.021259749
straight_ahead,0.594506443,0.567758799,-0.115473077,0.392953008,0.577813447,-0.035174452,0.743710399,0.583664119,-0.298131913,0.261708438,0.598000407,-0.114962652,0.726413608,0.394806325,-0.54800725,0.237346321,0.415447831,-0.252788842,0.571699321,0.933463931,-0.018120216,0.442530155,0.934399426,0.020133596
straight_ahead,0.594378114,0.56783092,-0.111179911,0.392940015,0.577339053,-0.050572623,0.742965519,0.585665464,-0.235544398,0.261512518,0.598325014,-0.127631515,0.76716572,0.396196663,-0.516752303,0.204303071,0.429007024,-0.328269213,0.571021557,0.933814228,-0.017422158,0.441333055,0.934630215,0.019469514
straight_ahead,0.594301105,0.567944527,-0.10741999,0.39295131,0.57725215,-0.05429865,0.742512763,0.586400151,-0.20515649,0.261347324,0.598522544,-0.141033158,0.78244251,0.40909937,-0.456334651,0.192597553,0.437585711,-0.331873268,0.570963264,0.934143007,-0.015916962,0.441310644,0.934740305,0.017979423
straight_ahead,0.594043136,0.5679726,-0.103259042,0.392939091,0.577211738,-0.049470313,0.741805911,0.586975217,-0.1956103,0.261301666,0.598909438,-0.141282156,0.785619617,0.415913433,-0.430326879,0.193952456,0.441128731,-0.400180906,0.570838988,0.934102893,-0.013923964,0.441045374,0.934698284,0.016019808
straight_ahead,0.593389511,0.567623675,-0.11494974,0.392636359,0.577145576,-0.045434725,0.741501927,0.586835146,-0.272744626,0.260849476,0.599173129,-0.095611505,0.771235347,0.411350369,-0.546615064,0.207211345,0.433561593,-0.262819767,0.570817828,0.934063971,-0.017594559,0.440985203,0.934625745,0.019526575
straight_ahead,0.593215942,0.567603886,-0.112041414,0.392217427,0.577223957,-0.022173118,0.741679907,0.586726606,-0.278039038,0.261510879,0.599160016,-0.113025412,0.745016217,0.391765714,-0.513283312,0.241375357,0.422697097,-0.304415077,0.570274651,0.933997989,-0.019664925,0.440895855,0.934652627,0.021549325
straight_ahead,0.593015552,0.567555249,-0.110045657,0.392060369,0.577277839,-0.00908371,0.740687072,0.586643875,-0.303318113,0.262041509,0.601183057,-0.136232525,0.714973688,0.390987605,-0.516639233,0.273482859,0.420622408,-0.311479151,0.570263803,0.931974411,-0.019423084,0.44085598,0.932987869,0.021300979
straight_ahead,0.593055129,0.5674541,-0.129020408,0.391947091,0.577354372,-0.010889797,0.740675271,0.587151825,-0.356262892,0.262780815,0.605547786,-0.18355611,0.671750665,0.399977565,-0.536588728,0.309981257,0.436653107,-0.388441026,0.570267797,0.930358648,-0.019654969,0.440847337,0.930967033,0.021490809
straight_ahead,0.593081295,0.566952646,-0.124332547,0.391919613,0.577354312,0.017383326,0.739461064,0.587129295,-0.341836512,0.264943659,0.606990814,-0.176443622,0.662191629,0.403012902,-0.52105552,0.318287849,0.439697355,-0.387144893,0.570317388,0.929493368,-0.019973289,0.44084549,0.930330396,0.021772163
straight_ahead,0.59290427,0.566999257,-0.121750437,0.391642511,0.578429461,0.024067095,0.739122987,0.586818337,-0.34656018,0.264825284,0.609641492,-0.190131396,0.677183032,0.397263229,-0.523213506,0.303751051,0.438333631,-0.450023651,0.570304811,0.929088414,-0.02002071,0.440813601,0.929856718,0.021840733
straight_ahead,0.592838705,0.567187428,-0.123943448,0.391498804,0.578936636,0.019486301,0.739174426,0.586916089,-0.363675207,0.265405476,0.610416114,-0.226098254,0.686777592,0.392657787,-0.56897074,0.29581219,0.434785306,-0.500558257,0.570373893,0.92881453,-0.019964978,0.440886825,0.928766906,0.021803325
straight_ahead,0.592463851,0.567873418,-0.133054316,0.391680986,0.579399407,0.006652554,0.737895012,0.587055266,-0.346333802,0.265408665,0.610147476,-0.037978459,0.724274516,0.392232895,-0.600904226,0.254239768,0.434109867,-0.132192329,0.570399404,0.928941011,-0.022149095,0.440980017,0.928914368,0.024065573
straight_ahead,0.592257082,0.568158805,-0.128910571,0.391791135,0.579337418,0.001623031,0.735035062,0.587943435,-0.310185552,0.265397727,0.609586179,-0.046751447,0.751332343,0.394215286,-0.569669008,0.227074355,0.434783518,-0.199337691,0.570405841,0.928864181,-0.022354674,0.441189677,0.928779542,0.024239026
straight_ahead,0.592026889,0.568744898,-0.109568477,0.391891181,0.579137743,0.001341624,0.733280301,0.589370072,-0.273189843,0.265351772,0.609075904,-0.066456176,0.762752175,0.400739759,-0.542365491,0.216827184,0.435354501,-0.363521427,0.570408702,0.928861082,-0.021107893,0.441173494,0.928797901,0.022985104
straight_ahead,0.591887772,0.568883121,-0.094875976,0.392044812,0.579005122,0.006003851,0.731635213,0.590882838,-0.25239259,0.265541077,0.608910978,-0.085585877,0.768803895,0.407476783,-0.515192807,0.21393618,0.440052658,-0.357448876,0.570386827,0.928916514,-0.019505195,0.44103545,0.928820312,0.02132633
straight_ahead,0.591835141,0.569493294,-0.117935061,0.392176211,0.578737855,-0.021037119,0.731803,0.591293335,-0.264991254,0.26551351,0.608875036,-0.088453069,0.765972257,0.406899303,-0.537027001,0.218350098,0.439814091,-0.284579128,0.5704211,0.928922474,-0.019669119,0.441203505,0.92883426,0.021517441
straight_ahead,0.59145385,0.569517076,-0.127368391,0.391758084,0.578671515,-0.019607838,0.73215872,0.59124583,-0.267080694,0.265673459,0.608752131,-0.024510439,0.763443708,0.398208052,-0.534977674,0.221954107,0.433730692,-0.139715612,0.570440352,0.928907812,-0.022598907,0.44167915,0.928809345,0.024407536
straight_ahead,0.591057181,0.569406509,-0.124387488,0.391370416,0.578668237,0.012000361,0.732269049,0.589851379,-0.320211172,0.267243147,0.608861625,-0.076285578,0.716973245,0.390671819,-0.541446567,0.263580024,0.428930908,-0.279149115,0.570451677,0.927488327,-0.023205828,0.441933244,0.928191066,0.025040114
straight_ahead,0.591052651,0.56939292,-0.13264522,0.391408682,0.578582942,0.025684232,0.732352197,0.589835227,-0.384905547,0.269231766,0.608100653,-0.014249684,0.675197542,0.393155605,-0.597389698,0.303824484,0.428970426,-0.074157402,0.570465684,0.925290883,-0.024027828,0.44244203,0.926714242,0.025783807
straight_ahead,0.591065586,0.568838298,-0.128640786,0.391771197,0.57822901,0.058309566,0.732417881,0.589820504,-0.355053455,0.270651102,0.60727483,0.042913761,0.667985082,0.397957742,-0.522311747,0.31049937,0.431975722,0.002534336,0.570487022,0.923476756,-0.027614936,0.442626566,0.925317109,0.029320616
straight_ahead,0.59111774,0.568319201,-0.128715083,0.391971111,0.577881217,0.043462325,0.732461154,0.589818537,-0.373730123,0.272173107,0.60711509,-0.005357336,0.669378996,0.401248157,-0.561762333,0.312260211,0.432240129,-0.098107025,0.570615411,0.921168864,-0.027352083,0.442717552,0.922837257,0.029064309
straight_ahead,0.591124415,0.568634391,-0.143025085,0.392596364,0.577817559,0.025126349,0.733726144,0.590032458,-0.407875478,0.273394406,0.607206702,-0.093749925,0.681386828,0.391579688,-0.638649225,0.300750434,0.427542537,-0.278052926,0.57072866,0.921534479,-0.027020738,0.44310981,0.92376858,0.028775766
straight_ahead,0.591084599,0.569135725,-0.152293876,0.392964661,0.577815831,-0.003571582,0.735213995,0.591687262,-0.399529576,0.273765475,0.607771039,-0.100199327,0.684636176,0.391287714,-0.635016799,0.295782745,0.426010758,-0.27339524,0.570749044,0.921602368,-0.025317922,0.44316572,0.923797488,0.027113449
straight_ahead,0.591026366,0.569780707,-0.146749616,0.393188059,0.577730775,-0.010265032,0.735267758,0.593471527,-0.326216072,0.274438053,0.607353866,-0.056420039,0.713558853,0.391614109,-0.559767604,0.263215274,0.425418735,-0.221550182,0.570754409,0.923013568,-0.025264163,0.443247169,0.925727069,0.027065763
